Kachelname;Aktualitaet;Erfassungsmethode;Bildflugnummer;Kamera_Sensor;Bodenpixelgroesse;Spektralkanaele;Koordinatenreferenzsystem_Lage;Koordinatenreferenzsystem_Hoehe;Bezugsflaeche;Koordinatenursprung_East;Koordinatenursprung_North;Anzahl_Spalten;Anzahl_Zeilen;Farbtiefe;Standardabweichung;Dateiformat;Hintergrund;Hintergrundwert;Quelldatenqualitaet;Kompression;Komprimierung;Belaubungszustand;Bemerkungen
dop20rgb_32_501_5284_1_bw_2025;2025-06-18;0;792;UltraCam Eagle M3 431S71678X911005-f100;20;RGB;25832;7837;bDOM;501000;5284000;5000;5000;8;40;TIFF;0;255;0;0;0;3;Keine
